Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"FS","Suite of Food Security Indicators","360","Indonesia","6121","Value","21012","Share of dietary energy supply derived from cereals, roots and tubers (percent) (3-year average)","20102012","2010-2012","%","71","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6121","Value","21012","Share of dietary energy supply derived from cereals, roots and tubers (percent) (3-year average)","20112013","2011-2013","%","70","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6121","Value","21012","Share of dietary energy supply derived from cereals, roots and tubers (percent) (3-year average)","20122014","2012-2014","%","69","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6121","Value","21012","Share of dietary energy supply derived from cereals, roots and tubers (percent) (3-year average)","20132015","2013-2015","%","69","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6121","Value","21012","Share of dietary energy supply derived from cereals, roots and tubers (percent) (3-year average)","20142016","2014-2016","%","68","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6121","Value","21012","Share of dietary energy supply derived from cereals, roots and tubers (percent) (3-year average)","20152017","2015-2017","%","67","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6121","Value","21012","Share of dietary energy supply derived from cereals, roots and tubers (percent) (3-year average)","20162018","2016-2018","%","66","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6121","Value","21012","Share of dietary energy supply derived from cereals, roots and tubers (percent) (3-year average)","20172019","2017-2019","%","64","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6121","Value","21012","Share of dietary energy supply derived from cereals, roots and tubers (percent) (3-year average)","20182020","2018-2020","%","60","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6121","Value","21012","Share of dietary energy supply derived from cereals, roots and tubers (percent) (3-year average)","20192021","2019-2021","%","57","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6121","Value","21012","Share of dietary energy supply derived from cereals, roots and tubers (percent) (3-year average)","20202022","2020-2022","%","54","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20002002","2000-2002","g/cap/d","52.8","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20012003","2001-2003","g/cap/d","53.1","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20022004","2002-2004","g/cap/d","53.6","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20032005","2003-2005","g/cap/d","53.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20042006","2004-2006","g/cap/d","54.2","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20052007","2005-2007","g/cap/d","54.9","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20062008","2006-2008","g/cap/d","55.9","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20072009","2007-2009","g/cap/d","56.9","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20082010","2008-2010","g/cap/d","58.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20092011","2009-2011","g/cap/d","60.6","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20102012","2010-2012","g/cap/d","62.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20112013","2011-2013","g/cap/d","63.8","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20122014","2012-2014","g/cap/d","65","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20132015","2013-2015","g/cap/d","66.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20142016","2014-2016","g/cap/d","67.6","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20152017","2015-2017","g/cap/d","70","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20162018","2016-2018","g/cap/d","71.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20172019","2017-2019","g/cap/d","73.2","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20182020","2018-2020","g/cap/d","74.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20192021","2019-2021","g/cap/d","76.4","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20202022","2020-2022","g/cap/d","77.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20002002","2000-2002","g/cap/d","12.6","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20012003","2001-2003","g/cap/d","12.9","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20022004","2002-2004","g/cap/d","13.2","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20032005","2003-2005","g/cap/d","13.4","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20042006","2004-2006","g/cap/d","13.9","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20052007","2005-2007","g/cap/d","14.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20062008","2006-2008","g/cap/d","14.9","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20072009","2007-2009","g/cap/d","15.4","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20082010","2008-2010","g/cap/d","16","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20092011","2009-2011","g/cap/d","16.9","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20102012","2010-2012","g/cap/d","17.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20112013","2011-2013","g/cap/d","18.6","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20122014","2012-2014","g/cap/d","19.4","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20132015","2013-2015","g/cap/d","20.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20142016","2014-2016","g/cap/d","20.9","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20152017","2015-2017","g/cap/d","22.8","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20162018","2016-2018","g/cap/d","24.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20172019","2017-2019","g/cap/d","26.6","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20182020","2018-2020","g/cap/d","27.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20192021","2019-2021","g/cap/d","28.2","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20202022","2020-2022","g/cap/d","28.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6124","Value","21016","Rail lines density (total route in km per 100 square km of land area)","2006","2006","km","0.2","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","360","Indonesia","6124","Value","21016","Rail lines density (total route in km per 100 square km of land area)","2007","2007","km","0.3","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","360","Indonesia","6124","Value","21016","Rail lines density (total route in km per 100 square km of land area)","2008","2008","km","0.3","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","360","Indonesia","6124","Value","21016","Rail lines density (total route in km per 100 square km of land area)","2010","2010","km","0.2","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","360","Indonesia","6124","Value","21016","Rail lines density (total route in km per 100 square km of land area)","2011","2011","km","0.3","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","360","Indonesia","6124","Value","21016","Rail lines density (total route in km per 100 square km of land area)","2012","2012","km","0.3","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","360","Indonesia","6124","Value","21016","Rail lines density (total route in km per 100 square km of land area)","2013","2013","km","0.3","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","360","Indonesia","6124","Value","21016","Rail lines density (total route in km per 100 square km of land area)","2014","2014","km","0.3","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","360","Indonesia","6124","Value","21016","Rail lines density (total route in km per 100 square km of land area)","2015","2015","km","0.3","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","360","Indonesia","6124","Value","21016","Rail lines density (total route in km per 100 square km of land area)","2016","2016","km","0.3","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","360","Indonesia","6124","Value","21016","Rail lines density (total route in km per 100 square km of land area)","2017","2017","km","0.2","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","360","Indonesia","6124","Value","21016","Rail lines density (total route in km per 100 square km of land area)","2018","2018","km","0.3","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","360","Indonesia","6124","Value","21016","Rail lines density (total route in km per 100 square km of land area)","2019","2019","km","0.3","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","360","Indonesia","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2000","2000","Int$/cap","6113.1","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","360","Indonesia","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2001","2001","Int$/cap","6247.1","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","360","Indonesia","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2002","2002","Int$/cap","6439.1","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","360","Indonesia","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2003","2003","Int$/cap","6657.3","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","360","Indonesia","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2004","2004","Int$/cap","6903.7","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","360","Indonesia","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2005","2005","Int$/cap","7205.3","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","360","Indonesia","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2006","2006","Int$/cap","7503.5","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","360","Indonesia","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2007","2007","Int$/cap","7875.6","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","360","Indonesia","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2008","2008","Int$/cap","8241.2","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","360","Indonesia","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2009","2009","Int$/cap","8513.8","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","360","Indonesia","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2010","2010","Int$/cap","8931.2","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","360","Indonesia","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2011","2011","Int$/cap","9363.9","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","360","Indonesia","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2012","2012","Int$/cap","9804.6","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","360","Indonesia","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2013","2013","Int$/cap","10224.7","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","360","Indonesia","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2014","2014","Int$/cap","10612.9","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","360","Indonesia","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2015","2015","Int$/cap","11007.4","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","360","Indonesia","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2016","2016","Int$/cap","11439.7","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","360","Indonesia","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2017","2017","Int$/cap","11899.3","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","360","Indonesia","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2018","2018","Int$/cap","12394.6","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","360","Indonesia","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2019","2019","Int$/cap","12895.3","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","360","Indonesia","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2020","2020","Int$/cap","12523.2","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","360","Indonesia","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2021","2021","Int$/cap","12897.1","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","360","Indonesia","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2022","2022","Int$/cap","13495.5","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","360","Indonesia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20002002","2000-2002","%","18.2","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20012003","2001-2003","%","18.2","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20022004","2002-2004","%","18","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20032005","2003-2005","%","18.2","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20042006","2004-2006","%","18.4","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20052007","2005-2007","%","18.2","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20062008","2006-2008","%","17.6","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20072009","2007-2009","%","16.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20082010","2008-2010","%","15.1","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20092011","2009-2011","%","13.1","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20102012","2010-2012","%","11.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20112013","2011-2013","%","9.8","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20122014","2012-2014","%","8.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20132015","2013-2015","%","8","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20142016","2014-2016","%","7.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20152017","2015-2017","%","6.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20162018","2016-2018","%","6","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20172019","2017-2019","%","5.9","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20182020","2018-2020","%","6.2","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20192021","2019-2021","%","6.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20202022","2020-2022","%","6.8","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20212023","2021-2023","%","7.2","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6132","Value","210011","Number of people undernourished (million) (3-year average)","20002002","2000-2002","million No","39.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6132","Value","210011","Number of people undernourished (million) (3-year average)","20012003","2001-2003","million No","40.1","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6132","Value","210011","Number of people undernourished (million) (3-year average)","20022004","2002-2004","million No","40.2","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6132","Value","210011","Number of people undernourished (million) (3-year average)","20032005","2003-2005","million No","41.2","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6132","Value","210011","Number of people undernourished (million) (3-year average)","20042006","2004-2006","million No","42.2","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6132","Value","210011","Number of people undernourished (million) (3-year average)","20052007","2005-2007","million No","42.1","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6132","Value","210011","Number of people undernourished (million) (3-year average)","20062008","2006-2008","million No","41.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6132","Value","210011","Number of people undernourished (million) (3-year average)","20072009","2007-2009","million No","39.2","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6132","Value","210011","Number of people undernourished (million) (3-year average)","20082010","2008-2010","million No","36.4","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6132","Value","210011","Number of people undernourished (million) (3-year average)","20092011","2009-2011","million No","32","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6132","Value","210011","Number of people undernourished (million) (3-year average)","20102012","2010-2012","million No","27.9","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6132","Value","210011","Number of people undernourished (million) (3-year average)","20112013","2011-2013","million No","24.4","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6132","Value","210011","Number of people undernourished (million) (3-year average)","20122014","2012-2014","million No","21.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6132","Value","210011","Number of people undernourished (million) (3-year average)","20132015","2013-2015","million No","20.6","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6132","Value","210011","Number of people undernourished (million) (3-year average)","20142016","2014-2016","million No","18.9","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6132","Value","210011","Number of people undernourished (million) (3-year average)","20152017","2015-2017","million No","17.4","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6132","Value","210011","Number of people undernourished (million) (3-year average)","20162018","2016-2018","million No","15.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6132","Value","210011","Number of people undernourished (million) (3-year average)","20172019","2017-2019","million No","15.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6132","Value","210011","Number of people undernourished (million) (3-year average)","20182020","2018-2020","million No","16.6","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6132","Value","210011","Number of people undernourished (million) (3-year average)","20192021","2019-2021","million No","17.1","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6132","Value","210011","Number of people undernourished (million) (3-year average)","20202022","2020-2022","million No","18.6","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6132","Value","210011","Number of people undernourished (million) (3-year average)","20212023","2021-2023","million No","19.9","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20142016","2014-2016","%","0.7","A","Official figure","Official estimate"
"FS","Suite of Food Security Indicators","360","Indonesia","61211","Confidence interval: Lower bound","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20142016","2014-2016","%","0.6","A","Official figure","Official estimate"
"FS","Suite of Food Security Indicators","360","Indonesia","61212","Confidence interval: Upper bound","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20142016","2014-2016","%","0.7","A","Official figure","Official estimate"
"FS","Suite of Food Security Indicators","360","Indonesia","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20152017","2015-2017","%","0.9","A","Official figure","Official estimate"
"FS","Suite of Food Security Indicators","360","Indonesia","61211","Confidence interval: Lower bound","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20152017","2015-2017","%","0.8","A","Official figure","Official estimate"
"FS","Suite of Food Security Indicators","360","Indonesia","61212","Confidence interval: Upper bound","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20152017","2015-2017","%","0.9","A","Official figure","Official estimate"
"FS","Suite of Food Security Indicators","360","Indonesia","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20162018","2016-2018","%","0.9","A","Official figure","Official estimate"
"FS","Suite of Food Security Indicators","360","Indonesia","61211","Confidence interval: Lower bound","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20162018","2016-2018","%","0.8","A","Official figure","Official estimate"
"FS","Suite of Food Security Indicators","360","Indonesia","61212","Confidence interval: Upper bound","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20162018","2016-2018","%","1","A","Official figure","Official estimate"
"FS","Suite of Food Security Indicators","360","Indonesia","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20172019","2017-2019","%","0.8","A","Official figure","Official estimate"
"FS","Suite of Food Security Indicators","360","Indonesia","61211","Confidence interval: Lower bound","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20172019","2017-2019","%","0.8","A","Official figure","Official estimate"
"FS","Suite of Food Security Indicators","360","Indonesia","61212","Confidence interval: Upper bound","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20172019","2017-2019","%","0.9","A","Official figure","Official estimate"
"FS","Suite of Food Security Indicators","360","Indonesia","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20182020","2018-2020","%","<0.5","A","Official figure","Official estimate"
"FS","Suite of Food Security Indicators","360","Indonesia","61211","Confidence interval: Lower bound","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20182020","2018-2020","%","<0.5","A","Official figure","Official estimate"
"FS","Suite of Food Security Indicators","360","Indonesia","61212","Confidence interval: Upper bound","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20182020","2018-2020","%","0.5","A","Official figure","Official estimate"
"FS","Suite of Food Security Indicators","360","Indonesia","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20192021","2019-2021","%","<0.5","A","Official figure","Official estimate"
"FS","Suite of Food Security Indicators","360","Indonesia","61211","Confidence interval: Lower bound","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20192021","2019-2021","%","<0.5","A","Official figure","Official estimate"
"FS","Suite of Food Security Indicators","360","Indonesia","61212","Confidence interval: Upper bound","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20192021","2019-2021","%","<0.5","A","Official figure","Official estimate"
"FS","Suite of Food Security Indicators","360","Indonesia","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20202022","2020-2022","%","<0.5","A","Official figure","Official estimate"
"FS","Suite of Food Security Indicators","360","Indonesia","61211","Confidence interval: Lower bound","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20202022","2020-2022","%","<0.5","A","Official figure","Official estimate"
"FS","Suite of Food Security Indicators","360","Indonesia","61212","Confidence interval: Upper bound","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20202022","2020-2022","%","<0.5","A","Official figure","Official estimate"
"FS","Suite of Food Security Indicators","360","Indonesia","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20212023","2021-2023","%","<0.5","A","Official figure","Official estimate"
"FS","Suite of Food Security Indicators","360","Indonesia","61211","Confidence interval: Lower bound","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20212023","2021-2023","%","<0.5","A","Official figure","Official estimate"
"FS","Suite of Food Security Indicators","360","Indonesia","61212","Confidence interval: Upper bound","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20212023","2021-2023","%","<0.5","A","Official figure","Official estimate"
"FS","Suite of Food Security Indicators","360","Indonesia","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20142016","2014-2016","%","0.8","A","Official figure","Official estimate"
